category	shop_location	item_public_time	item_be_got_time	sell_time	shopee_verified	discount	is_adult	options	show_official_shop_label_in_title	rating_star	five_star	four_star	three_star	two_star	one_star	flash_sale	upcoming_flash_sale	price_min	price_min_before_discoun	price_max	price_max_before_discount	price	price_before_discount	coin_earn_label	liked_count	view_count	cmt_count	is_preferred_plus_seller	show_free_shipping	images	video_info_list	historical_sold
Giay dep nam	Hà Nội	1609041589.0	1609917402.0	875813.0	False	50%	False	6.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	32500000000.0	65000000000.0	32500000000.0	65000000000.0	32500000000.0	65000000000.0	None	80.0	109.0	0.0	False	False	5.0	0.0	0.0
Giay dep nam	TP. Hồ Chí Minh	1609133646.0	1609917402.0	783756.0	False	None	False	9.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	16526600000.0	-1.0	16526600000.0	-1.0	16526600000.0	0.0	None	0.0	0.0	0.0	False	False	5.0	0.0	0.0
Giay dep nam	Nước ngoài	1570376266.0	1609917402.0	39541136.0	False	None	False	30.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	37900000000.0	-1.0	37900000000.0	-1.0	37900000000.0	0.0	None	0.0	0.0	0.0	False	False	8.0	0.0	1.0
Giay dep nam	Hà Nội	1556105052.0	1609917402.0	53812350.0	True	43%	False	15.0	False	5.0	1.0	0.0	0.0	0.0	0.0	None	None	16900000000.0	29900000000.0	16900000000.0	29900000000.0	16900000000.0	29900000000.0	None	3009.0	0.0	1.0	False	False	9.0	0.0	1.0
Giay dep nam	Hà Nội	1609000301.0	1609917402.0	917101.0	False	50%	False	24.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	32500000000.0	65000000000.0	32500000000.0	65000000000.0	32500000000.0	65000000000.0	None	101.0	118.0	0.0	False	False	9.0	0.0	0.0
Giay dep nam	TP. Hồ Chí Minh	1532404103.0	1609917402.0	77513299.0	False	None	False	5.0	False	3.0	1.0	0.0	0.0	0.0	1.0	None	None	18000000000.0	-1.0	18000000000.0	-1.0	18000000000.0	0.0	None	3.0	0.0	2.0	False	True	7.0	0.0	2.0
Giay dep nam	TP. Hồ Chí Minh	1609210043.0	1609917402.0	707359.0	False	None	False	12.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	12433600000.0	-1.0	12897300000.0	-1.0	12433600000.0	0.0	None	0.0	0.0	0.0	False	False	9.0	0.0	0.0
Giay dep nam	TP. Hồ Chí Minh	1562090139.0	1609917402.0	47827263.0	False	39%	False	12.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	22000000000.0	36000000000.0	22000000000.0	36000000000.0	22000000000.0	36000000000.0	None	15500.0	3.0	0.0	False	False	8.0	0.0	2.0
Giay dep nam	Hà Nội	1558280189.0	1609917402.0	51637213.0	False	None	False	10.0	False	5.0	1.0	0.0	0.0	0.0	0.0	None	None	10500000000.0	-1.0	10500000000.0	-1.0	10500000000.0	0.0	None	0.0	0.0	1.0	False	True	9.0	0.0	1.0
Giay dep nam	Nước ngoài	1585652141.0	1609917402.0	24265261.0	False	None	False	20.0	False	5.0	1.0	0.0	0.0	0.0	0.0	None	None	35700000000.0	-1.0	35700000000.0	-1.0	35700000000.0	0.0	None	0.0	1.0	1.0	False	False	9.0	0.0	1.0
Giay dep nam	Hà Nam	1609254775.0	1609917402.0	662627.0	False	None	False	8.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	13921600000.0	-1.0	13921600000.0	-1.0	13921600000.0	0.0	None	0.0	0.0	0.0	False	False	5.0	0.0	0.0
Giay dep nam	Hà Nội	1609169789.0	1609917402.0	747613.0	False	None	False	6.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	17020000000.0	-1.0	17020000000.0	-1.0	17020000000.0	0.0	None	0.0	0.0	0.0	False	False	6.0	0.0	0.0
Giay dep nam	Hà Nội	1513332731.0	1609917402.0	96584671.0	False	None	False	1.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	25000000000.0	-1.0	25000000000.0	-1.0	25000000000.0	0.0	None	62.0	0.0	0.0	False	True	2.0	0.0	2.0
Giay dep nam	TP. Hồ Chí Minh	1609564626.0	1609917402.0	352776.0	False	None	False	12.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	6570400000.0	-1.0	6570400000.0	-1.0	6570400000.0	0.0	None	0.0	0.0	0.0	False	False	8.0	0.0	0.0
Giay dep nam	TP. Hồ Chí Minh	1609130264.0	1609917402.0	787138.0	False	20%	False	12.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	13780400000.0	17225400000.0	13780400000.0	17225400000.0	13780400000.0	17225400000.0	None	0.0	0.0	0.0	False	False	9.0	0.0	0.0
Giay dep nam	Hà Nội	1609042650.0	1609917402.0	874752.0	False	None	False	9.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	65000000000.0	-1.0	65000000000.0	-1.0	65000000000.0	0.0	None	81.0	107.0	0.0	False	False	5.0	0.0	0.0
Giay dep nam	Hà Nội	1576482987.0	1609917402.0	33434415.0	True	26%	False	25.0	False	5.0	1.0	0.0	0.0	0.0	0.0	None	None	5900000000.0	8000000000.0	5900000000.0	8000000000.0	5900000000.0	8000000000.0	None	1.0	9.0	1.0	False	True	3.0	0.0	1.0
Giay dep nam	Hà Nội	1583246059.0	1609917402.0	26671343.0	False	34%	False	12.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	9900000000.0	15000000000.0	10900000000.0	15000000000.0	9900000000.0	15000000000.0	None	4.0	8.0	0.0	False	False	9.0	0.0	2.0
Giay dep nam	Bình Dương	1609122949.0	1609917402.0	794453.0	False	None	False	9.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	20943200000.0	-1.0	20943200000.0	-1.0	20943200000.0	0.0	None	0.0	0.0	0.0	False	False	5.0	0.0	0.0
Giay dep nam	TP. Hồ Chí Minh	1609157919.0	1609917402.0	759483.0	False	None	False	8.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	22216000000.0	-1.0	22216000000.0	-1.0	22216000000.0	0.0	None	0.0	0.0	0.0	False	False	5.0	0.0	0.0
Giay dep nam	Hải Dương	1609162284.0	1609917402.0	755118.0	False	None	False	8.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	27360000000.0	-1.0	27360000000.0	-1.0	27360000000.0	0.0	None	0.0	0.0	0.0	False	False	6.0	0.0	0.0
Giay dep nam	TP. Hồ Chí Minh	1609131133.0	1609917402.0	786269.0	False	20%	False	10.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	12455700000.0	15569600000.0	12455700000.0	15569600000.0	12455700000.0	15569600000.0	None	0.0	0.0	0.0	False	False	9.0	0.0	0.0
Giay dep nam	Bình Dương	1565081491.0	1609917402.0	44835911.0	False	50%	False	9.0	False	5.0	1.0	0.0	0.0	0.0	0.0	None	None	17500000000.0	35000000000.0	17500000000.0	35000000000.0	17500000000.0	35000000000.0	None	8.0	1.0	1.0	False	False	6.0	0.0	1.0
Giay dep nam	Hà Nội	1557456769.0	1609917402.0	52460633.0	True	45%	False	6.0	False	3.0	1.0	0.0	0.0	0.0	1.0	None	None	6900000000.0	12500000000.0	6900000000.0	12500000000.0	6900000000.0	12500000000.0	None	1.0	7.0	2.0	False	True	6.0	0.0	2.0
Giay dep nam	Hà Nội	1594952516.0	1609917402.0	14964886.0	False	None	False	1.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	182000000000.0	-1.0	182000000000.0	-1.0	182000000000.0	0.0	None	13.0	20.0	0.0	False	False	1.0	0.0	0.0
Giay dep nam	Hải Phòng	1609157410.0	1609917402.0	759992.0	False	None	False	12.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	11225600000.0	-1.0	12704300000.0	-1.0	11225600000.0	0.0	None	0.0	0.0	0.0	False	False	9.0	0.0	0.0
Giay dep nam	Nước ngoài	1570128174.0	1609917402.0	39789228.0	False	2%	False	24.0	False	5.0	1.0	0.0	0.0	0.0	0.0	None	None	27350000000.0	28050000000.0	27350000000.0	28050000000.0	27350000000.0	28050000000.0	None	4.0	1.0	1.0	False	False	9.0	0.0	1.0
Giay dep nam	Hà Nội	1574673187.0	1609917402.0	35244215.0	True	50%	False	5.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	7250000000.0	14500000000.0	7250000000.0	14500000000.0	7250000000.0	14500000000.0	None	1.0	10.0	0.0	False	False	8.0	0.0	0.0
Giay dep nam	Hưng Yên	1567135050.0	1609917402.0	42782352.0	False	50%	False	6.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	12900000000.0	25800000000.0	12900000000.0	25800000000.0	12900000000.0	25800000000.0	None	0.0	12.0	0.0	False	False	6.0	0.0	2.0
Giay dep nam	Hà Nội	1609005521.0	1609917402.0	911881.0	False	50%	False	9.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	32500000000.0	65000000000.0	32500000000.0	65000000000.0	32500000000.0	65000000000.0	None	81.0	104.0	0.0	False	False	5.0	0.0	0.0
Giay dep nam	Bình Dương	1609138172.0	1609917402.0	779230.0	False	30%	False	18.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	12497100000.0	17852900000.0	12497100000.0	17852900000.0	12497100000.0	17852900000.0	None	0.0	0.0	0.0	False	False	8.0	0.0	0.0
Giay dep nam	Bình Dương	1578387632.0	1609917402.0	31529770.0	False	41%	False	8.0	False	5.0	1.0	0.0	0.0	0.0	0.0	None	None	20500000000.0	35000000000.0	20500000000.0	35000000000.0	20500000000.0	35000000000.0	None	6.0	0.0	1.0	False	False	4.0	0.0	1.0
Giay dep nam	Hà Nội	1592044512.0	1609917402.0	17872890.0	False	None	False	1.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	230000000000.0	-1.0	230000000000.0	-1.0	230000000000.0	0.0	None	16.0	0.0	0.0	False	False	1.0	0.0	0.0
Giay dep nam	Hà Nội	1562828776.0	1609917402.0	47088626.0	True	41%	False	5.0	False	5.0	1.0	0.0	0.0	0.0	0.0	None	None	9900000000.0	16700000000.0	9900000000.0	16700000000.0	9900000000.0	16700000000.0	None	16.0	4.0	1.0	False	False	6.0	1.0	1.0
Giay dep nam	Bình Dương	1604418430.0	1609917402.0	5498972.0	False	10%	False	28.0	False	4.933333	14.0	1.0	0.0	0.0	0.0	None	None	8010000000.0	8900000000.0	12060000000.0	13400000000.0	8010000000.0	8900000000.0	None	17.0	1537.0	15.0	False	False	3.0	0.0	29.0
Giay dep nam	Hà Nội	1608695229.0	1609917402.0	1222173.0	False	None	False	15.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	34000000000.0	-1.0	34000000000.0	-1.0	34000000000.0	0.0	None	1073.0	0.0	0.0	False	False	4.0	0.0	0.0
Giay dep nam	Hà Nội	1592387300.0	1609917402.0	17530102.0	False	19%	False	5.0	False	4.8333330000000005	5.0	1.0	0.0	0.0	0.0	None	None	14500000000.0	18000000000.0	14500000000.0	18000000000.0	14500000000.0	18000000000.0	None	3.0	125.0	6.0	False	False	5.0	0.0	61.0
Giay dep nam	Hải Dương	1609162778.0	1609917402.0	754624.0	False	None	False	12.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	15420000000.0	-1.0	19820000000.0	-1.0	15420000000.0	0.0	None	0.0	0.0	0.0	False	False	9.0	0.0	0.0
Giay dep nam	Nước ngoài	1605497501.0	1609917402.0	4419901.0	False	50%	False	50.0	False	4.8333330000000005	10.0	2.0	0.0	0.0	0.0	None	None	19900000000.0	39800000000.0	19900000000.0	39800000000.0	19900000000.0	39800000000.0	None	28.0	1501.0	12.0	False	False	9.0	0.0	30.0
Giay dep nam	Ninh Bình	1609578953.0	1609917402.0	338449.0	False	None	False	12.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	10915600000.0	-1.0	12394300000.0	-1.0	10915600000.0	0.0	None	0.0	1.0	0.0	False	False	9.0	0.0	0.0
Giay dep nam	Hà Nội	1601967980.0	1609917402.0	7949422.0	False	None	False	6.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	103300000000.0	-1.0	103300000000.0	-1.0	103300000000.0	0.0	None	1.0	69.0	0.0	False	False	4.0	0.0	103.0
Giay dep nam	Hà Nội	1600922698.0	1609917402.0	8994704.0	False	None	False	10.0	True	5.0	4.0	0.0	0.0	0.0	0.0	None	None	62000000000.0	-1.0	62000000000.0	-1.0	62000000000.0	0.0	None	52.0	3171.0	4.0	False	False	8.0	0.0	6.0
Giay dep nam	TP. Hồ Chí Minh	1587803997.0	1609917402.0	22113405.0	False	15%	False	6.0	False	4.764705999999999	14.0	2.0	1.0	0.0	0.0	None	None	18200000000.0	21500000000.0	18200000000.0	21500000000.0	18200000000.0	21500000000.0	None	4.0	318.0	17.0	False	False	5.0	0.0	29.0
Giay dep nam	Hà Nội	1609169786.0	1609917402.0	747616.0	False	None	False	18.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	17570000000.0	-1.0	17570000000.0	-1.0	17570000000.0	0.0	None	0.0	0.0	0.0	False	False	9.0	0.0	0.0
Giay dep nam	TP. Hồ Chí Minh	1609135312.0	1609917402.0	782090.0	False	30%	False	18.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	14020000000.0	20028500000.0	14020000000.0	20028500000.0	14020000000.0	20028500000.0	None	0.0	0.0	0.0	False	False	8.0	0.0	0.0
Giay dep nam	TP. Hồ Chí Minh	1604239962.0	1609917402.0	5677440.0	False	None	False	1.0	True	5.0	1.0	0.0	0.0	0.0	0.0	None	None	246900000000.0	-1.0	246900000000.0	-1.0	246900000000.0	0.0	None	0.0	293.0	1.0	False	False	6.0	1.0	1.0
Giay dep nam	TP. Hồ Chí Minh	1609129303.0	1609917402.0	788099.0	False	30%	False	8.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	15209700000.0	21728100000.0	15209700000.0	21728100000.0	15209700000.0	21728100000.0	None	0.0	0.0	0.0	False	False	5.0	0.0	0.0
Giay dep nam	Nước ngoài	1563184715.0	1609917402.0	46732687.0	False	None	False	80.0	False	5.0	4.0	0.0	0.0	0.0	0.0	None	None	26600000000.0	-1.0	29500000000.0	-1.0	26600000000.0	0.0	None	4.0	30.0	4.0	False	False	3.0	0.0	5.0
Giay dep nam	Hà Nội	1563983377.0	1609917402.0	45934025.0	False	None	False	10.0	False	4.884615	23.0	3.0	0.0	0.0	0.0	None	None	10900000000.0	-1.0	10900000000.0	-1.0	10900000000.0	0.0	None	221.0	119.0	26.0	False	False	8.0	0.0	70.0
Giay dep nam	Hà Nội	1609140631.0	1609917402.0	776771.0	False	None	False	5.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	18899300000.0	-1.0	18899300000.0	-1.0	18899300000.0	0.0	None	0.0	0.0	0.0	False	False	7.0	0.0	0.0
Giay dep nam	Hà Nội	1524195105.0	1609917402.0	85722297.0	True	50%	False	5.0	False	4.25	3.0	0.0	0.0	1.0	0.0	None	None	4000000000.0	8000000000.0	4000000000.0	8000000000.0	4000000000.0	8000000000.0	None	6.0	30.0	4.0	False	True	6.0	1.0	9.0
Giay dep nam	Hà Nội	1519701785.0	1609917402.0	90215617.0	True	40%	False	5.0	False	4.759258999999999	47.0	4.0	1.0	1.0	1.0	None	None	7900000000.0	13200000000.0	7900000000.0	13200000000.0	7900000000.0	13200000000.0	None	2650.0	33.0	54.0	False	True	7.0	0.0	135.0
Giay dep nam	TP. Hồ Chí Minh	1609129238.0	1609917402.0	788164.0	False	30%	False	8.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	14846800000.0	21209700000.0	14846800000.0	21209700000.0	14846800000.0	21209700000.0	None	0.0	0.0	0.0	False	False	5.0	0.0	0.0
Giay dep nam	Lào Cai	1534928840.0	1609917402.0	74988562.0	False	40%	False	12.0	False	4.6666669999999995	10.0	1.0	0.0	1.0	0.0	None	None	11900000000.0	19800000000.0	11900000000.0	19800000000.0	11900000000.0	19800000000.0	None	1063.0	54.0	12.0	False	True	9.0	1.0	26.0
Giay dep nam	Nước ngoài	1593577051.0	1609917402.0	16340351.0	False	40%	False	21.0	False	5.0	2.0	0.0	0.0	0.0	0.0	None	None	27400000000.0	45758000000.0	29300000000.0	48931000000.0	27400000000.0	45758000000.0	None	1.0	7.0	2.0	False	True	7.0	0.0	2.0
Giay dep nam	Hà Nội	1567151146.0	1609917402.0	42766256.0	True	40%	False	12.0	False	4.79661	51.0	6.0	1.0	0.0	1.0	None	None	13900000000.0	23000000000.0	13900000000.0	23000000000.0	13900000000.0	23000000000.0	None	376.0	65.0	59.0	False	False	8.0	0.0	145.0
Giay dep nam	TP. Hồ Chí Minh	1604249938.0	1609917402.0	5667464.0	False	None	False	1.0	True	5.0	1.0	0.0	0.0	0.0	0.0	None	None	176900000000.0	-1.0	176900000000.0	-1.0	176900000000.0	0.0	None	4.0	1022.0	1.0	False	False	6.0	1.0	2.0
Giay dep nam	Hà Nam	1555349377.0	1609917402.0	54568025.0	False	36%	False	18.0	False	4.857143	33.0	1.0	0.0	0.0	1.0	None	None	16000000000.0	25000000000.0	19000000000.0	25000000000.0	16000000000.0	25000000000.0	None	5274.0	600.0	35.0	False	True	9.0	0.0	100.0
Giay dep nam	TP. Hồ Chí Minh	1515085623.0	1609917402.0	94831779.0	True	None	False	10.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	19990000000.0	-1.0	19990000000.0	-1.0	19990000000.0	0.0	None	1.0	12.0	0.0	False	True	9.0	0.0	3.0
Giay dep nam	Nước ngoài	1569047994.0	1609917402.0	40869408.0	False	44%	False	40.0	False	4.0	3.0	0.0	0.0	0.0	1.0	None	None	29840600000.0	53286800000.0	29840600000.0	53286800000.0	29840600000.0	53286800000.0	None	26.0	7.0	4.0	False	False	9.0	0.0	15.0
Giay dep nam	TP. Hồ Chí Minh	1534756491.0	1609917402.0	75160911.0	False	50%	False	12.0	False	4.8604650000000005	38.0	4.0	1.0	0.0	0.0	None	None	12500000000.0	25000000000.0	12500000000.0	25000000000.0	12500000000.0	25000000000.0	None	3900.0	84.0	43.0	False	True	9.0	0.0	105.0
Giay dep nam	Hà Nội	1607527954.0	1609917402.0	2389448.0	False	None	False	10.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	52000000000.0	-1.0	52000000000.0	-1.0	52000000000.0	0.0	None	0.0	38.0	0.0	False	False	4.0	0.0	40.0
Giay dep nam	Hà Nội	1543389522.0	1609917402.0	66527880.0	True	41%	False	12.0	False	4.285714	5.0	0.0	1.0	1.0	0.0	None	None	5900000000.0	10000000000.0	5900000000.0	10000000000.0	5900000000.0	10000000000.0	None	15.0	9.0	7.0	False	True	5.0	1.0	20.0
Giay dep nam	Hà Nội	1543312206.0	1609917402.0	66605196.0	False	43%	False	12.0	True	4.391304	18.0	1.0	1.0	1.0	2.0	None	None	12900000000.0	22700000000.0	12900000000.0	22700000000.0	12900000000.0	22700000000.0	None	1707.0	133.0	23.0	False	True	9.0	0.0	54.0
Giay dep nam	Hà Nội	1522228427.0	1609917402.0	87688975.0	True	49%	False	15.0	False	5.0	3.0	0.0	0.0	0.0	0.0	None	None	7900000000.0	15500000000.0	7900000000.0	15500000000.0	7900000000.0	15500000000.0	None	5966.0	0.0	3.0	False	True	9.0	1.0	6.0
Giay dep nam	Hà Nội	1541909722.0	1609917402.0	68007680.0	False	43%	False	25.0	False	5.0	2.0	0.0	0.0	0.0	0.0	None	None	5099900000.0	9000000000.0	5099900000.0	9000000000.0	5099900000.0	9000000000.0	None	4.0	8.0	2.0	False	True	8.0	0.0	3.0
Giay dep nam	Hà Nội	1609124033.0	1609917402.0	793369.0	False	None	False	8.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	14610700000.0	-1.0	14610700000.0	-1.0	14610700000.0	0.0	None	0.0	0.0	0.0	False	False	5.0	0.0	0.0
Giay dep nam	Hà Nội	1516347224.0	1609917402.0	93570178.0	True	None	False	15.0	False	5.0	3.0	0.0	0.0	0.0	0.0	None	None	11000000000.0	-1.0	11000000000.0	-1.0	11000000000.0	0.0	None	22.0	4.0	7.0	False	True	9.0	0.0	21.0
Giay dep nam	Hà Nội	1527039414.0	1609917402.0	82877988.0	False	None	False	6.0	False	4.3333330000000005	2.0	0.0	1.0	0.0	0.0	None	None	9800000000.0	-1.0	9800000000.0	-1.0	9800000000.0	0.0	None	4.0	0.0	3.0	False	True	7.0	0.0	10.0
Giay dep nam	Hà Nội	1546844530.0	1609917402.0	63072872.0	True	42%	False	10.0	False	5.0	3.0	0.0	0.0	0.0	0.0	None	None	6900000000.0	11900000000.0	6900000000.0	11900000000.0	6900000000.0	11900000000.0	None	1.0	10.0	3.0	False	True	8.0	1.0	5.0
Giay dep nam	Hà Nội	1599046786.0	1609917402.0	10870616.0	True	48%	False	6.0	False	5.0	5.0	0.0	0.0	0.0	0.0	None	None	26900000000.0	52000000000.0	26900000000.0	52000000000.0	26900000000.0	52000000000.0	None	389.0	562.0	5.0	True	True	6.0	1.0	5.0
Giay dep nam	Đà Nẵng	1590585405.0	1609917402.0	19331997.0	False	None	False	4.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	40900000000.0	-1.0	40900000000.0	-1.0	40900000000.0	0.0	None	1.0	7.0	0.0	False	False	5.0	0.0	0.0
Giay dep nam	Hà Nội	1516410645.0	1609917402.0	93506757.0	True	43%	False	12.0	False	3.666667	5.0	1.0	0.0	1.0	2.0	None	None	6900000000.0	12000000000.0	6900000000.0	12000000000.0	6900000000.0	12000000000.0	None	18.0	29.0	10.0	False	True	9.0	1.0	50.0
Giay dep nam	Hà Nam	1554696386.0	1609917402.0	55221016.0	False	None	False	18.0	False	4.777778	24.0	2.0	0.0	0.0	1.0	None	None	23000000000.0	-1.0	23000000000.0	-1.0	23000000000.0	0.0	None	5135.0	83.0	27.0	False	True	8.0	0.0	52.0
Giay dep nam	Bình Dương	1557479551.0	1609917402.0	52437851.0	False	46%	False	9.0	False	5.0	2.0	0.0	0.0	0.0	0.0	None	None	18900000000.0	35000000000.0	18900000000.0	35000000000.0	18900000000.0	35000000000.0	None	30.0	71.0	2.0	False	True	3.0	0.0	7.0
Giay dep nam	Hà Nội	1599046537.0	1609917402.0	10870865.0	True	48%	False	6.0	False	5.0	3.0	0.0	0.0	0.0	0.0	None	None	26900000000.0	52000000000.0	26900000000.0	52000000000.0	26900000000.0	52000000000.0	None	361.0	483.0	3.0	True	False	6.0	1.0	4.0
Giay dep nam	TP. Hồ Chí Minh	1541489205.0	1609917402.0	68428197.0	False	43%	False	10.0	True	3.5	2.0	0.0	1.0	0.0	1.0	None	None	19900000000.0	35000000000.0	19900000000.0	35000000000.0	19900000000.0	35000000000.0	None	1.0	40.0	4.0	False	True	8.0	0.0	10.0
Giay dep nam	Hà Nội	1562341955.0	1609917402.0	47575447.0	False	None	False	10.0	False	5.0	2.0	0.0	0.0	0.0	0.0	None	None	10900000000.0	-1.0	10900000000.0	-1.0	10900000000.0	0.0	None	809.0	4.0	2.0	False	True	8.0	0.0	3.0
Giay dep nam	TP. Hồ Chí Minh	1609123237.0	1609917402.0	794165.0	False	None	False	8.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	17582600000.0	-1.0	17582600000.0	-1.0	17582600000.0	0.0	None	0.0	0.0	0.0	False	False	5.0	0.0	0.0
Giay dep nam	Hà Nội	1575684644.0	1609917402.0	34232758.0	True	23%	False	15.0	False	5.0	3.0	0.0	0.0	0.0	0.0	None	None	6900000000.0	9000000000.0	6900000000.0	9000000000.0	6900000000.0	9000000000.0	None	0.0	44.0	3.0	False	True	7.0	0.0	3.0
Giay dep nam	TP. Hồ Chí Minh	1578838937.0	1609917402.0	31078465.0	True	25%	False	10.0	False	5.0	3.0	0.0	0.0	0.0	0.0	None	None	19500000000.0	26000000000.0	19500000000.0	26000000000.0	19500000000.0	26000000000.0	None	11.0	515.0	3.0	False	True	9.0	1.0	7.0
Giay dep nam	Hà Nội	1554514225.0	1609917402.0	55403177.0	True	40%	False	12.0	False	5.0	3.0	0.0	0.0	0.0	0.0	None	None	5900000000.0	9800000000.0	5900000000.0	9800000000.0	5900000000.0	9800000000.0	None	0.0	5.0	3.0	False	True	9.0	1.0	4.0
Giay dep nam	Hà Nội	1537579690.0	1609917402.0	72337712.0	True	34%	False	12.0	False	4.5	1.0	1.0	0.0	0.0	0.0	None	None	5900000000.0	8900000000.0	5900000000.0	8900000000.0	5900000000.0	8900000000.0	None	4.0	10.0	2.0	False	True	8.0	1.0	4.0
Giay dep nam	TP. Hồ Chí Minh	1495118447.0	1609917402.0	114798955.0	False	50%	False	16.0	False	5.0	2.0	0.0	0.0	0.0	0.0	None	None	11500000000.0	23000000000.0	11500000000.0	23000000000.0	11500000000.0	23000000000.0	None	19.0	7.0	2.0	False	True	9.0	0.0	17.0
Giay dep nam	TP. Hồ Chí Minh	1550058638.0	1609917402.0	59858764.0	False	None	False	12.0	False	5.0	1.0	0.0	0.0	0.0	0.0	None	None	35000000000.0	-1.0	35000000000.0	-1.0	35000000000.0	0.0	None	3628.0	13.0	1.0	False	True	9.0	1.0	3.0
Giay dep nam	Hà Nội	1599903189.0	1609917402.0	10014213.0	True	49%	False	9.0	False	5.0	2.0	0.0	0.0	0.0	0.0	None	None	26500000000.0	51500000000.0	26500000000.0	51500000000.0	26500000000.0	51500000000.0	None	376.0	460.0	2.0	True	False	8.0	1.0	3.0
Giay dep nam	Hà Nội	1558316562.0	1609917402.0	51600840.0	True	14%	False	10.0	False	5.0	3.0	0.0	0.0	0.0	0.0	None	None	6900000000.0	8000000000.0	6900000000.0	8000000000.0	6900000000.0	8000000000.0	None	2.0	6.0	3.0	False	True	8.0	1.0	3.0
Giay dep nam	Hà Nội	1565662826.0	1609917402.0	44254576.0	True	None	False	15.0	False	4.2	4.0	0.0	0.0	0.0	1.0	None	None	27900000000.0	-1.0	27900000000.0	-1.0	27900000000.0	0.0	None	1310.0	3.0	5.0	False	False	9.0	0.0	7.0
Giay dep nam	Hà Nội	1522739080.0	1609917402.0	87178322.0	False	None	False	6.0	False	5.0	3.0	0.0	0.0	0.0	0.0	None	None	8000000000.0	-1.0	8000000000.0	-1.0	8000000000.0	0.0	None	2.0	0.0	3.0	False	True	5.0	0.0	5.0
Giay dep nam	Hà Nội	1603958696.0	1609917402.0	5958706.0	True	15%	False	12.0	False	5.0	11.0	0.0	0.0	0.0	0.0	None	None	44200000000.0	52000000000.0	44200000000.0	52000000000.0	44200000000.0	52000000000.0	None	4591.0	20114.0	11.0	False	False	9.0	1.0	132.0
Giay dep nam	Hà Nội	1556102575.0	1609917402.0	53814827.0	True	44%	False	15.0	False	5.0	3.0	0.0	0.0	0.0	0.0	None	None	9900000000.0	17600000000.0	9900000000.0	17600000000.0	9900000000.0	17600000000.0	None	3057.0	5.0	3.0	False	True	9.0	1.0	5.0
Giay dep nam	TP. Hồ Chí Minh	1609555485.0	1609917402.0	361917.0	False	30%	False	8.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	11104600000.0	15863700000.0	11104600000.0	15863700000.0	11104600000.0	15863700000.0	None	0.0	0.0	0.0	False	False	5.0	0.0	0.0
Giay dep nam	Hà Nội	1604741836.0	1609917402.0	5175566.0	False	None	False	25.0	False	5.0	1.0	0.0	0.0	0.0	0.0	None	None	50000000000.0	-1.0	50000000000.0	-1.0	50000000000.0	0.0	None	3.0	120.0	1.0	False	False	9.0	0.0	60.0
Giay dep nam	Hà Nội	1558335802.0	1609917402.0	51581600.0	True	48%	False	10.0	False	5.0	2.0	0.0	0.0	0.0	0.0	None	None	5900000000.0	11300000000.0	5900000000.0	11300000000.0	5900000000.0	11300000000.0	None	2.0	13.0	2.0	False	True	8.0	1.0	7.0
