category	shop_location	item_public_time	item_be_got_time	sell_time	shopee_verified	discount	is_adult	options	show_official_shop_label_in_title	rating_star	five_star	four_star	three_star	two_star	one_star	flash_sale	upcoming_flash_sale	price_min	price_min_before_discoun	price_max	price_max_before_discount	price	price_before_discount	coin_earn_label	liked_count	view_count	cmt_count	is_preferred_plus_seller	show_free_shipping	images	video_info_list	historical_sold
Ao so mi	Nước ngoài	1606202098.0	1609949438.0	3747340.0	False	None	False	48.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	21050000000.0	-1.0	21050000000.0	-1.0	21050000000.0	0.0	None	0.0	1.0	0.0	False	False	4.0	0.0	0.0
Ao so mi	Hà Nội	1607621207.0	1609949438.0	2328231.0	False	21%	False	12.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	15900000000.0	20000000000.0	15900000000.0	20000000000.0	15900000000.0	20000000000.0	None	0.0	8.0	0.0	False	False	9.0	0.0	0.0
Ao so mi	Nước ngoài	1586545118.0	1609949438.0	23404320.0	False	29%	False	20.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	39700000000.0	56170000000.0	39700000000.0	56170000000.0	39700000000.0	56170000000.0	None	0.0	2.0	0.0	False	False	9.0	0.0	0.0
Ao so mi	TP. Hồ Chí Minh	1587829843.0	1609949438.0	22119595.0	False	None	False	10.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	22900000000.0	-1.0	22900000000.0	-1.0	22900000000.0	0.0	None	0.0	5.0	0.0	False	True	9.0	0.0	0.0
Ao so mi	Hà Nội	1584523337.0	1609949438.0	25426101.0	True	39%	False	8.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	7900000000.0	13000000000.0	7900000000.0	13000000000.0	7900000000.0	13000000000.0	None	1.0	0.0	0.0	False	False	5.0	1.0	0.0
Ao so mi	Hà Nội	1572506085.0	1609949438.0	37443353.0	True	50%	False	8.0	False	4.5263160000000005	16.0	1.0	0.0	0.0	2.0	None	None	9900000000.0	19800000000.0	9900000000.0	19800000000.0	9900000000.0	19800000000.0	None	6.0	40.0	19.0	False	True	9.0	0.0	29.0
Ao so mi	TP. Hồ Chí Minh	1587398289.0	1609949438.0	22551149.0	False	None	False	10.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	27900000000.0	-1.0	27900000000.0	-1.0	27900000000.0	0.0	None	0.0	7.0	0.0	False	True	8.0	0.0	1.0
Ao so mi	Hà Nội	1566641054.0	1609949438.0	43308384.0	False	None	False	10.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	15900000000.0	-1.0	15900000000.0	-1.0	15900000000.0	0.0	None	371.0	1.0	0.0	False	False	6.0	0.0	2.0
Ao so mi	TP. Hồ Chí Minh	1607919247.0	1609949438.0	2030191.0	False	33%	False	4.0	False	3.0	0.0	0.0	1.0	0.0	0.0	None	None	15000000000.0	22500000000.0	15000000000.0	22500000000.0	15000000000.0	22500000000.0	None	0.0	49.0	1.0	False	False	6.0	0.0	1.0
Ao so mi	Nước ngoài	1606029559.0	1609949438.0	3919879.0	False	None	False	25.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	15760000000.0	-1.0	21750000000.0	-1.0	15760000000.0	0.0	None	0.0	2.0	0.0	False	False	6.0	0.0	0.0
Ao so mi	Nước ngoài	1607874039.0	1609949438.0	2075399.0	False	40%	False	8.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	18200000000.0	30333300000.0	18200000000.0	30333300000.0	18200000000.0	30333300000.0	None	1.0	1.0	0.0	False	False	9.0	0.0	0.0
Ao so mi	Nước ngoài	1607527838.0	1609949438.0	2421600.0	False	50%	False	12.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	19100000000.0	38200000000.0	19100000000.0	38200000000.0	19100000000.0	38200000000.0	None	0.0	1.0	0.0	False	False	7.0	0.0	0.0
Ao so mi	Nước ngoài	1566565715.0	1609949438.0	43383723.0	False	None	False	7.0	False	3.5	0.0	1.0	1.0	0.0	0.0	None	None	69990000000.0	-1.0	69990000000.0	-1.0	69990000000.0	0.0	None	16.0	16.0	2.0	False	False	5.0	0.0	2.0
Ao so mi	TP. Hồ Chí Minh	1608690800.0	1609949438.0	1258638.0	True	33%	False	3.0	False	5.0	2.0	0.0	0.0	0.0	0.0	None	None	15000000000.0	22500000000.0	15000000000.0	22500000000.0	15000000000.0	22500000000.0	None	0.0	9.0	2.0	False	False	5.0	0.0	2.0
Ao so mi	Nước ngoài	1588080574.0	1609949438.0	21868864.0	False	50%	False	48.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	12900000000.0	25670000000.0	12900000000.0	25670000000.0	12900000000.0	25670000000.0	None	0.0	1.0	0.0	False	False	9.0	0.0	0.0
Ao so mi	Nước ngoài	1588244640.0	1609949438.0	21704798.0	False	1%	False	5.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	21810000000.0	22050000000.0	21810000000.0	22050000000.0	21810000000.0	22050000000.0	None	0.0	1.0	0.0	False	False	9.0	0.0	0.0
Ao so mi	Nước ngoài	1569487715.0	1609949438.0	40461723.0	False	39%	False	10.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	7930000000.0	13040000000.0	16480000000.0	26170000000.0	7930000000.0	13040000000.0	None	1.0	0.0	0.0	False	False	7.0	0.0	0.0
Ao so mi	TP. Hồ Chí Minh	1604292158.0	1609949438.0	5657280.0	True	41%	False	4.0	False	5.0	1.0	0.0	0.0	0.0	0.0	None	None	15000000000.0	25500000000.0	15000000000.0	25500000000.0	15000000000.0	25500000000.0	None	0.0	0.0	1.0	False	False	5.0	0.0	1.0
Ao so mi	Nước ngoài	1586586301.0	1609949438.0	23363137.0	False	38%	False	10.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	43980000000.0	70940000000.0	43980000000.0	70940000000.0	43980000000.0	70940000000.0	None	0.0	1.0	0.0	False	False	9.0	0.0	0.0
Ao so mi	Nước ngoài	1604349858.0	1609949438.0	5599580.0	False	47%	False	48.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	21710000000.0	41110000000.0	36320000000.0	67680000000.0	21710000000.0	41110000000.0	None	0.0	1.0	0.0	False	False	6.0	0.0	0.0
Ao so mi	Nước ngoài	1604521654.0	1609949438.0	5427784.0	True	50%	False	4.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	19200000000.0	38400000000.0	19200000000.0	38400000000.0	19200000000.0	38400000000.0	None	0.0	30.0	0.0	False	False	9.0	0.0	0.0
Ao so mi	Hà Nội	1580188005.0	1609949438.0	29761433.0	False	None	False	45.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	15000000000.0	-1.0	15000000000.0	-1.0	15000000000.0	0.0	None	0.0	2.0	0.0	False	False	6.0	1.0	0.0
Ao so mi	Hà Nội	1588837539.0	1609949438.0	21111899.0	True	44%	False	12.0	False	5.0	1.0	0.0	0.0	0.0	0.0	None	None	8900000000.0	15900000000.0	8900000000.0	15900000000.0	8900000000.0	15900000000.0	None	1.0	5.0	1.0	False	False	9.0	0.0	1.0
Ao so mi	Nước ngoài	1566567215.0	1609949438.0	43382223.0	False	27%	False	8.0	False	1.0	0.0	0.0	0.0	0.0	1.0	None	None	25039000000.0	34300000000.0	25039000000.0	34300000000.0	25039000000.0	34300000000.0	None	1.0	1.0	1.0	False	True	7.0	0.0	1.0
Ao so mi	Hà Nội	1566641017.0	1609949438.0	43308421.0	False	None	False	5.0	False	5.0	3.0	0.0	0.0	0.0	0.0	None	None	14900000000.0	-1.0	14900000000.0	-1.0	14900000000.0	0.0	None	418.0	2.0	3.0	False	False	9.0	0.0	5.0
Ao so mi	TP. Hồ Chí Minh	1607962543.0	1609949438.0	1986895.0	False	None	False	4.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	14500000000.0	-1.0	14500000000.0	-1.0	14500000000.0	0.0	None	0.0	0.0	0.0	False	False	6.0	0.0	0.0
Ao so mi	TP. Hồ Chí Minh	1606881651.0	1609949438.0	3067787.0	False	None	False	15.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	18600000000.0	-1.0	18600000000.0	-1.0	18600000000.0	0.0	None	0.0	1.0	0.0	False	False	5.0	0.0	0.0
Ao so mi	Nước ngoài	1600346608.0	1609949438.0	9602830.0	False	None	False	12.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	30710000000.0	-1.0	30710000000.0	-1.0	30710000000.0	0.0	None	0.0	1.0	0.0	False	False	9.0	0.0	0.0
Ao so mi	Hà Nội	1605407206.0	1609949438.0	4542232.0	False	20%	False	18.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	118400000000.0	148000000000.0	118400000000.0	148000000000.0	118400000000.0	148000000000.0	None	0.0	2.0	0.0	False	True	9.0	0.0	0.0
Ao so mi	Nước ngoài	1607321723.0	1609949438.0	2627715.0	False	40%	False	8.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	18500000000.0	30833300000.0	18500000000.0	30833300000.0	18500000000.0	30833300000.0	None	4.0	33.0	0.0	False	False	9.0	0.0	0.0
Ao so mi	TP. Hồ Chí Minh	1587225343.0	1609949438.0	22724095.0	False	None	False	20.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	21800000000.0	-1.0	21800000000.0	-1.0	21800000000.0	0.0	None	0.0	3.0	0.0	False	True	9.0	0.0	0.0
Ao so mi	Nước ngoài	1587611996.0	1609949438.0	22337442.0	False	45%	False	5.0	False	5.0	2.0	0.0	0.0	0.0	0.0	None	None	14900000000.0	27167400000.0	14900000000.0	27167400000.0	14900000000.0	27167400000.0	None	7.0	71.0	2.0	False	False	7.0	0.0	18.0
Ao so mi	Hà Nội	1557900779.0	1609949438.0	52048659.0	False	27%	False	4.0	False	5.0	6.0	0.0	0.0	0.0	0.0	None	None	16000000000.0	22000000000.0	16000000000.0	22000000000.0	16000000000.0	22000000000.0	None	4288.0	1838.0	6.0	False	True	4.0	0.0	163.0
Ao so mi	Hà Nội	1604659634.0	1609949438.0	5289804.0	True	47%	False	25.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	15900000000.0	30000000000.0	15900000000.0	30000000000.0	15900000000.0	30000000000.0	None	0.0	13.0	0.0	False	False	9.0	0.0	0.0
Ao so mi	TP. Hồ Chí Minh	1594105844.0	1609949438.0	15843594.0	False	None	False	4.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	34500000000.0	-1.0	34500000000.0	-1.0	34500000000.0	0.0	None	3602.0	1411.0	0.0	False	False	6.0	0.0	0.0
Ao so mi	Phú Thọ	1594821806.0	1609949438.0	15127632.0	True	46%	False	30.0	False	4.933333	14.0	1.0	0.0	0.0	0.0	None	None	5940000000.0	11000000000.0	5940000000.0	11000000000.0	5940000000.0	11000000000.0	None	6.0	318.0	15.0	False	False	6.0	0.0	111.0
Ao so mi	TP. Hồ Chí Minh	1557483778.0	1609949438.0	52465660.0	False	None	False	3.0	False	5.0	3.0	0.0	0.0	0.0	0.0	None	None	27000000000.0	-1.0	27000000000.0	-1.0	27000000000.0	0.0	None	86.0	86.0	3.0	False	True	7.0	1.0	3.0
Ao so mi	Hà Nội	1593490322.0	1609949438.0	16459116.0	True	32%	False	4.0	False	4.875	7.0	1.0	0.0	0.0	0.0	None	None	12900000000.0	18900000000.0	12900000000.0	18900000000.0	12900000000.0	18900000000.0	None	12.0	267.0	8.0	False	True	2.0	1.0	26.0
Ao so mi	Hà Nội	1595326500.0	1609949438.0	14622938.0	True	37%	False	8.0	False	5.0	1.0	0.0	0.0	0.0	0.0	None	None	13500000000.0	21500000000.0	13500000000.0	21500000000.0	13500000000.0	21500000000.0	None	3.0	123.0	1.0	False	False	4.0	1.0	10.0
Ao so mi	Hà Nội	1582201094.0	1609949438.0	27748344.0	False	26%	False	25.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	8900000000.0	12000000000.0	8900000000.0	12000000000.0	8900000000.0	12000000000.0	None	1.0	3.0	0.0	False	False	7.0	1.0	1.0
Ao so mi	Nước ngoài	1580297049.0	1609949438.0	29652389.0	False	None	False	8.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	18520000000.0	-1.0	18520000000.0	-1.0	18520000000.0	0.0	None	1.0	0.0	0.0	False	True	9.0	0.0	1.0
Ao so mi	TP. Hồ Chí Minh	1588749622.0	1609949438.0	21199816.0	False	45%	False	8.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	9900000000.0	17900000000.0	9900000000.0	17900000000.0	9900000000.0	17900000000.0	None	0.0	4.0	0.0	False	False	5.0	0.0	1.0
Ao so mi	Hà Nội	1563862725.0	1609949438.0	46086713.0	False	48%	False	20.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	7300000000.0	14000000000.0	7300000000.0	14000000000.0	7300000000.0	14000000000.0	None	0.0	0.0	0.0	False	False	8.0	0.0	1.0
Ao so mi	Nước ngoài	1589125476.0	1609949438.0	20823962.0	False	35%	False	10.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	37610000000.0	57840000000.0	37610000000.0	57840000000.0	37610000000.0	57840000000.0	None	0.0	0.0	0.0	False	False	9.0	0.0	1.0
Ao so mi	Hà Nội	1606921669.0	1609949438.0	3027769.0	False	28%	False	20.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	18000000000.0	25000000000.0	18000000000.0	25000000000.0	18000000000.0	25000000000.0	None	3113.0	2445.0	0.0	False	False	9.0	0.0	0.0
Ao so mi	Hưng Yên	1607094338.0	1609949438.0	2855100.0	False	None	False	24.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	69000000000.0	-1.0	69000000000.0	-1.0	69000000000.0	0.0	None	2.0	0.0	0.0	False	False	9.0	1.0	0.0
Ao so mi	TP. Hồ Chí Minh	1606900305.0	1609949438.0	3049133.0	False	None	False	15.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	18600000000.0	-1.0	18600000000.0	-1.0	18600000000.0	0.0	None	0.0	0.0	0.0	False	False	5.0	0.0	0.0
Ao so mi	Nước ngoài	1591617337.0	1609949438.0	18332101.0	False	41%	False	15.0	False	1.0	0.0	0.0	0.0	0.0	1.0	None	None	25530000000.0	43510000000.0	25530000000.0	43510000000.0	25530000000.0	43510000000.0	None	0.0	0.0	1.0	False	False	9.0	0.0	1.0
Ao so mi	TP. Hồ Chí Minh	1602858797.0	1609949438.0	7090641.0	False	10%	False	16.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	25110000000.0	27900000000.0	25110000000.0	27900000000.0	25110000000.0	27900000000.0	None	58.0	0.0	0.0	False	False	8.0	0.0	0.0
Ao so mi	Nước ngoài	1585558390.0	1609949438.0	24391048.0	False	None	False	5.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	26990000000.0	-1.0	26990000000.0	-1.0	26990000000.0	0.0	None	5.0	7.0	0.0	False	False	8.0	0.0	1.0
Ao so mi	Nước ngoài	1588079422.0	1609949438.0	21870016.0	False	1%	False	18.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	28850000000.0	29160000000.0	28850000000.0	29160000000.0	28850000000.0	29160000000.0	None	0.0	1.0	0.0	False	False	9.0	0.0	1.0
Ao so mi	Hà Nội	1557889131.0	1609949438.0	52060307.0	False	25%	False	12.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	15000000000.0	19900000000.0	15000000000.0	19900000000.0	15000000000.0	19900000000.0	None	4276.0	1191.0	0.0	False	True	6.0	0.0	1.0
Ao so mi	Hà Nội	1560393184.0	1609949438.0	49556254.0	False	43%	False	20.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	15846000000.0	27800000000.0	15846000000.0	27800000000.0	15846000000.0	27800000000.0	None	3816.0	49.0	0.0	False	False	9.0	0.0	1.0
Ao so mi	Hà Nội	1562912597.0	1609949438.0	47036841.0	False	None	False	4.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	28000000000.0	-1.0	28000000000.0	-1.0	28000000000.0	0.0	None	3448.0	1146.0	0.0	False	False	5.0	0.0	1.0
Ao so mi	TP. Hồ Chí Minh	1587238166.0	1609949438.0	22711272.0	False	None	False	18.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	24800000000.0	-1.0	24800000000.0	-1.0	24800000000.0	0.0	None	9.0	23.0	0.0	False	True	9.0	1.0	1.0
Ao so mi	Hà Nội	1536812484.0	1609949438.0	73136954.0	False	45%	False	15.0	False	3.0	0.0	0.0	1.0	0.0	0.0	None	None	5500000000.0	10000000000.0	5500000000.0	10000000000.0	5500000000.0	10000000000.0	None	2.0	0.0	1.0	False	True	9.0	1.0	1.0
Ao so mi	Hà Nội	1571062467.0	1609949438.0	38886971.0	False	45%	False	3.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	10900000000.0	19900000000.0	10900000000.0	19900000000.0	10900000000.0	19900000000.0	None	161.0	0.0	0.0	False	False	5.0	0.0	1.0
Ao so mi	TP. Hồ Chí Minh	1574788611.0	1609949438.0	35160827.0	False	7%	False	1.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	24180000000.0	26000000000.0	24180000000.0	26000000000.0	24180000000.0	26000000000.0	None	2.0	0.0	0.0	False	False	9.0	0.0	1.0
Ao so mi	Hà Nội	1557953772.0	1609949438.0	51995666.0	False	27%	False	4.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	16000000000.0	22000000000.0	16000000000.0	22000000000.0	16000000000.0	22000000000.0	None	4374.0	1166.0	0.0	False	True	4.0	0.0	0.0
Ao so mi	Nước ngoài	1558585640.0	1609949438.0	51363798.0	False	24%	False	8.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	24390000000.0	32220000000.0	24390000000.0	32220000000.0	24390000000.0	32220000000.0	None	0.0	0.0	0.0	False	False	9.0	0.0	1.0
Ao so mi	TP. Hồ Chí Minh	1551452342.0	1609949438.0	58497096.0	False	None	False	1.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	19000000000.0	-1.0	19000000000.0	-1.0	19000000000.0	0.0	None	0.0	1.0	0.0	False	False	7.0	0.0	1.0
Ao so mi	Hà Nội	1608713298.0	1609949438.0	1236140.0	False	35%	False	9.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	20800000000.0	32000000000.0	20800000000.0	32000000000.0	20800000000.0	32000000000.0	None	580.0	589.0	0.0	False	False	5.0	0.0	0.0
Ao so mi	Nước ngoài	1545212439.0	1609949438.0	64736999.0	False	38%	False	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	57536000000.0	92800000000.0	57536000000.0	92800000000.0	57536000000.0	92800000000.0	None	0.0	0.0	0.0	False	True	4.0	0.0	1.0
Ao so mi	Hà Nội	1580625020.0	1609949438.0	29324418.0	False	29%	False	20.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	7900000000.0	11200000000.0	7900000000.0	11200000000.0	7900000000.0	11200000000.0	None	4560.0	0.0	0.0	False	False	8.0	0.0	0.0
Ao so mi	Hà Nội	1541411703.0	1609949438.0	68537735.0	False	None	False	20.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	4900000000.0	-1.0	4900000000.0	-1.0	4900000000.0	0.0	None	1.0	0.0	0.0	False	True	9.0	1.0	1.0
Ao so mi	Hà Nội	1537950608.0	1609949438.0	71998830.0	False	None	False	18.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	6300000000.0	-1.0	10000000000.0	-1.0	6300000000.0	0.0	None	0.0	1.0	0.0	False	True	7.0	1.0	1.0
Ao so mi	Hà Nội	1562209691.0	1609949438.0	47739747.0	False	20%	False	12.0	False	5.0	1.0	0.0	0.0	0.0	0.0	None	None	9520000000.0	11900000000.0	9520000000.0	11900000000.0	9520000000.0	11900000000.0	None	314.0	0.0	1.0	False	False	5.0	0.0	1.0
Ao so mi	Hà Nội	1519998086.0	1609949438.0	89951352.0	False	None	False	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	16000000000.0	-1.0	16000000000.0	-1.0	16000000000.0	0.0	None	0.0	0.0	0.0	False	False	1.0	0.0	1.0
Ao so mi	Hà Nội	1575538320.0	1609949438.0	34411118.0	False	None	False	12.0	False	5.0	1.0	0.0	0.0	0.0	0.0	None	None	35800000000.0	-1.0	35800000000.0	-1.0	35800000000.0	0.0	None	2.0	0.0	1.0	False	False	7.0	0.0	1.0
Ao so mi	TP. Hồ Chí Minh	1534147057.0	1609949438.0	75802381.0	False	None	False	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	23000000000.0	-1.0	23000000000.0	-1.0	23000000000.0	0.0	None	0.0	0.0	0.0	False	True	6.0	0.0	1.0
Ao so mi	Hà Nội	1548839586.0	1609949438.0	61109852.0	True	40%	False	4.0	False	5.0	1.0	0.0	0.0	0.0	0.0	None	None	7900000000.0	13200000000.0	7900000000.0	13200000000.0	7900000000.0	13200000000.0	None	1.0	1.0	1.0	False	True	9.0	1.0	1.0
Ao so mi	TP. Hồ Chí Minh	1539245289.0	1609949438.0	70704149.0	False	None	False	1.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	23000000000.0	-1.0	23000000000.0	-1.0	23000000000.0	0.0	None	4.0	0.0	0.0	False	True	3.0	0.0	1.0
Ao so mi	Nước ngoài	1577175024.0	1609949438.0	32774414.0	False	40%	False	10.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	15366800000.0	25611400000.0	15366800000.0	25611400000.0	15366800000.0	25611400000.0	None	0.0	0.0	0.0	False	False	9.0	0.0	1.0
Ao so mi	TP. Hồ Chí Minh	1584285903.0	1609949438.0	25663535.0	False	7%	False	1.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	26040000000.0	28000000000.0	26040000000.0	28000000000.0	26040000000.0	28000000000.0	None	3.0	8.0	0.0	False	False	9.0	0.0	0.0
Ao so mi	Nước ngoài	1582989731.0	1609949438.0	26959707.0	False	45%	False	8.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	18358500000.0	33379100000.0	18358500000.0	33379100000.0	18358500000.0	33379100000.0	None	1.0	0.0	0.0	False	False	6.0	0.0	0.0
Ao so mi	Hà Nội	1567167152.0	1609949438.0	42782286.0	False	45%	False	10.0	False	5.0	1.0	0.0	0.0	0.0	0.0	None	None	9900000000.0	18000000000.0	9900000000.0	18000000000.0	9900000000.0	18000000000.0	None	515.0	26.0	1.0	False	True	5.0	0.0	1.0
Ao so mi	Hà Nội	1559100825.0	1609949438.0	50848613.0	False	46%	False	3.0	False	5.0	1.0	0.0	0.0	0.0	0.0	None	None	4900000000.0	9000000000.0	4900000000.0	9000000000.0	4900000000.0	9000000000.0	None	1.0	2.0	1.0	False	False	8.0	0.0	1.0
Ao so mi	Nước ngoài	1603599467.0	1609949438.0	6349971.0	False	None	False	42.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	41400000000.0	-1.0	45700000000.0	-1.0	41400000000.0	0.0	None	0.0	0.0	0.0	False	False	9.0	0.0	0.0
Ao so mi	Hà Nội	1581409775.0	1609949438.0	28539663.0	False	None	False	20.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	14000000000.0	-1.0	14000000000.0	-1.0	14000000000.0	0.0	None	2.0	0.0	0.0	False	False	8.0	0.0	2.0
Ao so mi	Hà Nội	1602674646.0	1609949438.0	7274792.0	False	None	False	36.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	224500000000.0	-1.0	224500000000.0	-1.0	224500000000.0	0.0	None	0.0	1.0	0.0	False	False	9.0	0.0	0.0
Ao so mi	TP. Hồ Chí Minh	1558236677.0	1609949438.0	51712761.0	False	None	False	1.0	False	5.0	1.0	0.0	0.0	0.0	0.0	None	None	17500000000.0	-1.0	17500000000.0	-1.0	17500000000.0	0.0	None	0.0	0.0	1.0	False	False	3.0	0.0	1.0
Ao so mi	Nước ngoài	1563005492.0	1609949438.0	46943946.0	False	26%	False	15.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	18830000000.0	25330000000.0	18830000000.0	25330000000.0	18830000000.0	25330000000.0	None	11.0	1.0	0.0	False	True	4.0	0.0	2.0
Ao so mi	Nước ngoài	1588244558.0	1609949438.0	21704880.0	False	1%	False	9.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	23690000000.0	23940000000.0	23690000000.0	23940000000.0	23690000000.0	23940000000.0	None	1.0	0.0	0.0	False	False	9.0	0.0	0.0
Ao so mi	Hà Nội	1563870259.0	1609949438.0	46079179.0	False	33%	False	20.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	10000000000.0	15000000000.0	10000000000.0	15000000000.0	10000000000.0	15000000000.0	None	0.0	0.0	0.0	False	False	8.0	0.0	0.0
Ao so mi	TP. Hồ Chí Minh	1570935730.0	1609949438.0	39013708.0	False	50%	False	12.0	False	5.0	1.0	0.0	0.0	0.0	0.0	None	None	9900000000.0	19800000000.0	9900000000.0	19800000000.0	9900000000.0	19800000000.0	None	1.0	3.0	1.0	False	True	9.0	0.0	1.0
Ao so mi	Nước ngoài	1582726955.0	1609949438.0	27222483.0	True	24%	False	12.0	False	5.0	1.0	0.0	0.0	0.0	0.0	None	None	14100000000.0	18510000000.0	14100000000.0	18510000000.0	14100000000.0	18510000000.0	None	4.0	11.0	1.0	False	False	9.0	0.0	1.0
Ao so mi	Nước ngoài	1607671945.0	1609949438.0	2277493.0	False	50%	False	18.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	31600000000.0	63200000000.0	31600000000.0	63200000000.0	31600000000.0	63200000000.0	None	0.0	0.0	0.0	False	False	4.0	0.0	0.0
Ao so mi	Nước ngoài	1606655023.0	1609949438.0	3294415.0	False	None	False	48.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	37930000000.0	-1.0	37930000000.0	-1.0	37930000000.0	0.0	None	0.0	0.0	0.0	False	False	9.0	0.0	0.0
Ao so mi	Nước ngoài	1584065100.0	1609949438.0	25884338.0	False	33%	False	5.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	14900000000.0	22400000000.0	14900000000.0	22400000000.0	14900000000.0	22400000000.0	None	4.0	0.0	0.0	False	False	7.0	0.0	2.0
Ao so mi	TP. Hồ Chí Minh	1607951797.0	1609949438.0	1997641.0	False	None	False	4.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	22500000000.0	-1.0	22500000000.0	-1.0	22500000000.0	0.0	None	0.0	1.0	0.0	False	False	6.0	0.0	0.0
Ao so mi	Nước ngoài	1607330088.0	1609949438.0	2619350.0	False	None	False	15.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	65090000000.0	-1.0	65090000000.0	-1.0	65090000000.0	0.0	None	0.0	1.0	0.0	False	False	9.0	0.0	0.0
Ao so mi	TP. Hồ Chí Minh	1606489012.0	1609949438.0	3460426.0	False	None	False	4.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	27013000000.0	-1.0	27013000000.0	-1.0	27013000000.0	0.0	None	0.0	0.0	0.0	False	False	1.0	0.0	0.0
Ao so mi	Nước ngoài	1609407752.0	1609949438.0	541686.0	False	None	False	45.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	42840000000.0	-1.0	66580000000.0	-1.0	42840000000.0	0.0	None	0.0	0.0	0.0	False	False	4.0	0.0	0.0
Ao so mi	Nước ngoài	1609405637.0	1609949438.0	543801.0	False	50%	False	48.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	23720000000.0	46830000000.0	31140000000.0	61670000000.0	23720000000.0	46830000000.0	None	0.0	0.0	0.0	False	False	7.0	0.0	0.0
