category	name	shop_location	item_public_time	item_be_got_time	sell_time	shopee_verified	discount	is_adult	options	show_official_shop_label_in_title	rating_star	five_star	four_star	three_star	two_star	one_star	flash_sale	upcoming_flash_sale	price_min	price_min_before_discount	price_max	price_max_before_discount	price	price_before_discount	coin_earn_label	liked_count	view_count	cmt_count	is_preferred_plus_seller	show_free_shipping	images	video_info_list	historical_sold
Ao so mi	Áo Sơ Mi Nam Đỏ Đô dài tay Hàn Quốc form body, vải lụa Thái chống nhăn [Thời Trang Nam]	Bà Rịa - Vũng Tàu	1533055307	1609949438	76894131	False	50%	False	4	False	4.785714	12	1	1	0	0	None	None	9900000000	19800000000	9900000000	19800000000	9900000000	19800000000	None	5506	111	14	False	True	9	1	38
Ao so mi	áo sơ mi form rộng-áo sơ mi thời trang nam	TP. Hồ Chí Minh	1600237970	1609949438	9711468	False	None	False	4	False	5.0	1	0	0	0	0	None	None	6800000000	-1	6800000000	-1	6800000000	0	None	3	110	1	False	False	4	0	3
Ao so mi	Áo sơ mi tay ngắn cỡ lớn thời trang mùa xuân thời trang nam áo hoa áo ngắn tay có cổ áo phông nam sơ mi nam ngắn tay áo phông nam	Nước ngoài	1567063204	1609949438	42886234	False	37%	False	50	False	4.7741940000000005	28	1	1	0	1	None	None	14900000000	23500000000	14900000000	23500000000	14900000000	23500000000	None	48	808	31	False	False	8	0	119
Ao so mi	Áo thun tay lửng họa tiết sọc vằn thời trang nam	Nước ngoài	1575957934	1609949438	33991504	True	10%	False	16	False	5.0	3	0	0	0	0	None	None	19620000000	21800000000	19620000000	21800000000	19620000000	21800000000	None	17	87	3	False	False	9	0	8
Ao so mi	Áo sơ mi nam dài tay màu trắng tinh form suông- thời trang nam	TP. Hồ Chí Minh	1494651657	1609949438	115297781	True	5%	False	32	False	4.825581	155	10	4	0	3	None	None	19000000000	20000000000	19000000000	20000000000	19000000000	20000000000	None	252	201	180	False	True	9	0	459
Ao so mi	Sơ Mi Nam Dài tay Cotton lịch lãm sang trọng [ thời trang nam] SML	Hà Nội	1566641002	1609949438	43308436	False	47%	False	25	False	4.809524	73	7	3	1	0	None	None	8900000000	16900000000	8900000000	16900000000	8900000000	16900000000	None	421	48	84	False	True	6	0	303
Ao so mi	Áo sơ mi thời trang nam in hình ảnh nhiều màu sắc thú vị phong cách Hawaii	Nước ngoài	1562594784	1609949438	47354654	True	25%	False	4	False	4.722222	16	1	0	0	1	None	None	21170200000	28226900000	21170200000	28226900000	21170200000	28226900000	None	96	233	18	False	False	9	0	54
Ao so mi	Áo sơ mi dài tay có túi ngực thời trang nam Liyor - TASM3026	TP. Hồ Chí Minh	1553173914	1609949438	56775524	True	26%	False	9	False	5.0	12	0	0	0	0	None	None	18500000000	25000000000	18500000000	25000000000	18500000000	25000000000	None	2364	195	12	True	True	3	0	25
Ao so mi	(HÀNG CÁO CẤP) Áo sơ mi nam BBR CAO CẤP trơn, dài tay, vải lụa không nhăn không sù không bay màu - BÁN HÀNG CÓ TÂM	Phú Thọ	1575561859	1609949438	34387579	False	37%	False	6	False	4.5	7	0	0	0	1	None	None	14490000000	23000000000	14490000000	23000000000	14490000000	23000000000	None	36	34	8	False	True	7	0	152
Ao so mi	( ẢNH THẬT )Áo sơ mi nam trơn tay dài có túi công sở 778, chất lạu cao cấp, mềm mát	TP. Hồ Chí Minh	1599030714	1609949438	10918724	True	36%	False	35	False	4.933333	44	0	0	1	0	None	None	10816000000	16900000000	10816000000	16900000000	10816000000	16900000000	None	47	4554	45	False	False	9	0	141
